FID;FID_dai_lo;ID;INFO;UNSICHER;OLD;FID_phucso;ID_1;INFO_1;UNSICHER_1;OLD_1;FID_dong_g;ID_12;INFO_12;OLD_12;UNSICHER_2;FID_namgia;ID_12_13;INFO_12_13;UNSICHER_3;OLD_12_13;BUFF_DIST;area;ORIG_FID;TPFID;soil1;waterriver;VGTB_LandC;Topographi;litho1;fill_dgmq3;curvature;aspect;dgm_slope1;NEAR_FID;NEAR_DIST;curv_pln;curv_profi;longitude;latitude;is_ls
381;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;381;381;10;99;1;4,5619302;3;1365,3000488;0,8737110;259,5520020;34,5691986;28;0,929463837231000;0,1238400;-0,7498710;755148,0000000;1752760,0000000;1
382;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;382;382;10;99;1;7,3291302;3;1383,6899414;0,9167620;216,1940002;1,6314300;28;4,928829841720000;0,5720410;-0,3447200;755133,0000000;1752960,0000000;1
383;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;383;383;10;99;3;4,3812900;3;1402,4300537;2,2922599;187,3500061;21,5667992;28;2,102221215040000;0,9231520;-1,3691100;755242,0000000;1753030,0000000;1
384;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;384;384;10;99;5;4,7556400;3;1374,8399658;-0,1135250;111,0609970;38,5200005;28;2,431237056880000;-0,2398790;-0,1263530;755280,0000000;1753350,0000000;1
385;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;385;385;10;99;1;5,2565098;3;1354,7099609;-0,6545140;135,0000000;37,0606003;28;2,969995019920000;-0,8668950;-0,2123810;755426,0000000;1753580,0000000;1
386;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;386;386;10;99;1;4,3540001;3;1357,3199463;2,3216701;109,3570023;26,9465008;28;3,515301385700000;1,8164200;-0,5052470;755543,0000000;1753630,0000000;1
387;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;387;387;10;99;1;5,0809598;3;1349,8800049;1,3140200;115,5709991;34,3879013;28;1,720438443330000;0,6369130;-0,6771060;755565,0000000;1753780,0000000;1
388;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;388;388;3;99;3;4,5302401;2;843,7550049;0,0254042;184,7270050;36,3415985;28;4,678075347040000;0,0023511;-0,0230531;763650,0000000;1754180,0000000;1
389;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;389;389;3;99;5;4,3652401;2;726,0460205;-0,0338745;142,0630035;31,4703007;4129;3,242896818710000;0,3475400;0,3814140;764749,0000000;1754220,0000000;1
390;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;390;390;3;99;2;5,5034800;2;749,9489746;0,0038995;219,4709930;19,9379005;28;4,186154729350000;-0,3854970;-0,3893960;764490,0000000;1754220,0000000;1
391;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;391;391;10;99;5;5,6995301;3;1311,2800293;-0,2568770;145,8300018;17,1716995;28;7,473770276670000;-0,7298970;-0,4730210;755680,0000000;1754170,0000000;1
392;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;392;392;3;99;2;4,7897401;2;783,1209717;0,4631620;141,0319977;35,6986008;4129;4,716455661380000;-0,3205940;-0,7837560;764096,0000000;1754310,0000000;1
393;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;393;393;3;99;2;5,1122899;2;880,2410278;-0,6791250;223,5299988;25,1303997;4129;8,136298798720000;-0,4677930;0,2113320;762903,0000000;1754310,0000000;1
394;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;394;394;3;99;2;5,0433002;2;918,3649902;-2,2701900;161,0339966;23,4867992;28;5,870951916820000;-1,1118300;1,1583600;762582,0000000;1754370,0000000;1
395;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;395;395;10;99;2;4,6228399;3;1269,9000244;-0,5863310;65,8247986;40,6507988;28;8,036478605739999;0,0248462;0,6111770;755785,0000000;1754300,0000000;1
396;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;396;396;3;99;3;5,1014800;2;888,4169922;-1,1351700;192,3029938;22,4659004;28;2,930512681940000;-0,7956270;0,3395380;762829,0000000;1754390,0000000;1
397;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;397;397;3;99;2;4,4970999;2;911,5070190;1,0450799;159,1730042;27,7752991;28;1,619954681320000;0,1472260;-0,8978520;762757,0000000;1754410,0000000;1
398;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;398;398;3;99;3;4,7523799;2;964,3829956;0,1480440;239,3820038;26,7833004;28;2,607345570880000;-0,2117910;-0,3598360;762280,0000000;1754400,0000000;1
399;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;399;399;3;99;3;4,7162099;2;984,0490112;-0,6266620;221,3809967;26,8257008;28;2,429252465740000;-0,4057530;0,2209090;762292,0000000;1754460,0000000;1
400;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;400;400;3;99;1;4,2407098;2;1117,5600586;1,7160500;131,6349945;34,5195999;28;4,468000076750000;0,8056410;-0,9104100;761199,0000000;1754490,0000000;1
401;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;401;401;3;99;1;4,3284702;2;1105,3499756;-0,0711399;201,5679932;37,0131989;4128;7,133999139240000;0,1628580;0,2339980;760331,0000000;1754490,0000000;1
402;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;402;402;3;99;1;4,3063002;2;1104,5000000;0,8103980;150,1660004;28,4953003;4128;0,526604957416000;0,7788210;-0,0315771;760390,0000000;1754500,0000000;1
403;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;403;403;3;99;1;4,6827598;2;1089,5000000;0,1969400;228,0440063;21,1301003;4128;4,712070758390000;0,4943110;0,2973700;760052,0000000;1754500,0000000;1
404;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;404;404;3;99;1;4,9344702;2;1090,1199951;-0,4517820;172,1179962;34,9971008;28;1,471431553560000;0,1812950;0,6330770;760224,0000000;1754510,0000000;1
405;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;405;405;3;99;1;4,4508901;2;1122,4499512;1,9894201;179,1020050;33,9752007;28;1,735353533630000;0,5241960;-1,4652200;760143,0000000;1754520,0000000;1
406;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;406;406;3;99;3;4,5396099;2;1000,7100220;-0,7245960;256,5989990;34,7666016;28;4,439551565820000;-0,2284160;0,4961800;762266,0000000;1754550,0000000;1
407;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;407;407;3;99;1;4,4351602;2;1104,4699707;0,2895240;130,8670044;41,8571014;4128;1,774466546250000;-0,2411990;-0,5307230;761262,0000000;1754570,0000000;1
408;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;408;408;3;99;5;4,5618701;2;1099,6899414;0,9373510;273,1130066;27,3428001;28;3,479365792520000;0,8592090;-0,0781422;760061,0000000;1754560,0000000;1
409;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;409;409;3;99;5;4,2717099;2;1106,6099854;-0,1740720;138,0639954;29,9379997;28;4,554095274720000;-0,0515100;0,1225620;761320,0000000;1754610,0000000;1
410;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;410;410;10;99;2;5,2584100;3;1256,6099854;2,1505001;106,7440033;26,2518997;28;3,586557215590000;-0,0396820;-2,1901801;755776,0000000;1754550,0000000;1
411;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;411;411;3;99;5;4,5199800;2;1124,4699707;-0,2583280;211,7200012;36,2989006;4128;0,136480405501000;-0,2238290;0,0344991;761044,0000000;1754620,0000000;1
412;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;412;412;3;99;3;4,6381102;2;1027,6600342;0,3816050;176,5410004;30,4493999;4128;3,442113445630000;-0,3397180;-0,7213240;762122,0000000;1754640,0000000;1
413;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;413;413;3;99;1;4,6636400;2;1119,9300537;0,1885990;191,7259979;33,2798004;28;0,412319481133000;-0,1702010;-0,3587990;760945,0000000;1754650,0000000;1
414;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;414;414;3;99;1;4,4390802;2;1109,0999756;0,6378040;214,9869995;28,0883007;4128;2,858853563110000;0,9863780;0,3485740;760853,0000000;1754660,0000000;1
415;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;415;415;3;99;1;4,4907999;2;1083,1500244;0,2043860;144,3549957;31,8146992;28;5,266971980260000;-0,0694253;-0,2738120;761529,0000000;1754680,0000000;1
416;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;416;416;3;99;3;4,7144098;2;1114,9599609;0,7423770;161,0590057;26,7507992;28;0,064112196636700;-0,2005070;-0,9428850;760570,0000000;1754690,0000000;1
417;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;417;417;3;99;3;4,4607201;2;1121,0899658;-0,4637040;227,1860046;21,8628006;28;2,299397384200000;0,1112660;0,5749700;760409,0000000;1754690,0000000;1
418;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;418;418;3;99;1;4,3879399;2;1063,8800049;-1,3512900;154,1100006;38,0136986;4128;1,859547020920000;-0,4669560;0,8843350;761613,0000000;1754700,0000000;1
419;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;419;419;3;99;5;4,8404899;2;1120,4399414;1,5948600;172,0110016;19,8610992;28;1,499510146290000;0,0619152;-1,5329500;760652,0000000;1754700,0000000;1
420;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;420;420;3;99;1;4,3917699;2;1043,4499512;-1,5464300;158,5030060;38,4491997;28;2,970134598700000;-0,6819710;0,8644560;761673,0000000;1754720,0000000;1
421;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;421;421;3;99;5;4,4988999;2;1137,4000244;0,6669380;205,2480011;30,1917000;28;2,723104463490000;0,3117240;-0,3552140;759920,0000000;1754790,0000000;1
422;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;422;422;3;90;2;7,1401200;2;680,3400269;0,2265900;294,5559998;2,3279400;29;3,477565383930000;0,2903420;0,0637523;764968,0000000;1754880,0000000;1
423;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;423;423;3;99;1;4,3866000;2;1120,6999512;0,4488390;240,5149994;45,1981010;28;0,467869660119000;-0,0303880;-0,4792270;759829,0000000;1754900,0000000;1
424;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;424;424;10;99;1;5,4168601;3;1232,7199707;0,7945420;202,1670074;13,4202003;28;3,225371560850000;0,1463760;-0,6481660;756145,0000000;1754890,0000000;1
425;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;425;425;10;99;1;5,1735201;3;1239,2199707;0,5844320;216,3760071;15,0780001;28;3,327878052670000;0,1985530;-0,3858790;756223,0000000;1754890,0000000;1
426;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;426;426;3;90;2;4,8534098;2;703,5410156;0,8364530;116,2570038;23,3467007;29;2,310625872510000;0,3138130;-0,5226400;764921,0000000;1755040,0000000;1
427;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;427;427;3;99;1;4,8395500;2;1104,0400391;1,0546499;233,9140015;17,8829002;28;0,158670187098000;-0,1601630;-1,2148100;759722,0000000;1755020,0000000;1
428;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;428;428;3;99;1;4,6345000;2;1101,2199707;3,0547299;237,8350067;17,2724991;28;0,597335231717000;1,1750500;-1,8796800;759632,0000000;1755070,0000000;1
429;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;429;429;3;99;1;5,2782898;2;1078,6199951;0,6235620;266,4179993;9,3162899;28;1,079757708080000;0,7252800;0,1017180;759532,0000000;1755120,0000000;1
430;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;430;430;3;99;1;4,7483001;2;1089,9899902;1,0971700;153,4989929;17,0007000;28;0,186430128297000;0,7749340;-0,3222340;759356,0000000;1755160,0000000;1
431;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;431;431;3;99;1;5,0781598;2;1121,1999512;0,6881510;224,9470062;19,0771999;28;5,516202409510000;0,2299800;-0,4581710;759102,0000000;1755180,0000000;1
432;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;432;432;3;99;1;5,0462198;2;1112,2600098;0,2648650;163,5959930;28,0666008;28;0,951037506451000;-0,2826610;-0,5475260;759244,0000000;1755180,0000000;1
433;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;433;433;3;99;5;5,0452499;2;707,2960205;0,8628680;311,7799988;27,4214993;4130;1,646263113870000;-0,0925241;-0,9553920;764942,0000000;1755260,0000000;1
434;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;434;434;3;99;2;4,8391099;2;687,8309937;0,0822483;292,5639954;31,1863003;29;2,396048704690000;-0,1989200;-0,2811690;764962,0000000;1755310,0000000;1
435;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;435;435;3;99;3;6,1802101;2;673,6710205;-0,9233670;9,5957499;15,8814001;29;0,294020219041000;-0,9701150;-0,0467476;765116,0000000;1755320,0000000;1
436;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;436;436;3;99;2;4,9504800;2;689,8699951;0,4801360;296,0669861;14,1264000;29;1,520750361700000;0,1717240;-0,3084130;764970,0000000;1755360,0000000;1
437;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;437;437;10;99;1;4,3352399;2;1284,8800049;2,3879700;127,2269974;28,9361992;28;1,557328371520000;1,1668700;-1,2210900;757084,0000000;1755280,0000000;1
438;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;438;438;3;99;2;5,3712001;2;674,3649902;0,8905840;70,4355011;24,2758007;29;0,085198454269200;0,5664800;-0,3241040;765070,0000000;1755390,0000000;1
439;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;439;439;10;99;1;4,3874898;2;1291,2900391;1,0889200;235,5090027;28,6618004;28;3,747441969710000;0,4222200;-0,6667010;757026,0000000;1755300,0000000;1
440;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;440;440;10;99;1;4,6421499;2;1270,0100098;0,8037250;169,9199982;21,7413998;28;5,996175313960000;1,0501699;0,2464470;756850,0000000;1755300,0000000;1
441;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;441;441;3;99;2;5,1802001;2;689,5479736;1,0434999;6,0001402;9,5673599;29;2,365124819160000;0,6062910;-0,4372060;765002,0000000;1755410,0000000;1
442;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;442;442;3;99;2;5,7916002;2;658,2899780;-2,6319001;251,4470062;17,5447998;29;0,361860118625000;-0,6135430;2,0183499;765142,0000000;1755420,0000000;1
443;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;443;443;3;99;1;4,4213700;2;1150,1800537;1,8811200;145,8489990;25,1028004;28;3,766344988080000;0,8061450;-1,0749700;758857,0000000;1755370,0000000;1
444;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;444;444;10;99;1;4,8365202;2;1297,3499756;0,4816890;134,1710052;34,9740982;28;4,634646704820000;0,0045483;-0,4771410;757350,0000000;1755350,0000000;1
445;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;445;445;3;99;5;4,6497202;2;1157,2900391;2,1184199;184,0039978;23,6858006;28;1,172704387660000;0,5053080;-1,6131099;758792,0000000;1755370,0000000;1
446;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;446;446;10;99;5;4,9465399;2;1289,1400146;1,3185199;226,4940033;35,9128990;28;5,750851694530000;0,2583640;-1,0601600;757213,0000000;1755360,0000000;1
447;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;447;447;10;99;1;4,8479700;2;1286,9499512;-0,0038927;172,6620026;23,7737999;28;0,980462317839000;0,8014920;0,8053850;757482,0000000;1755360,0000000;1
448;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;448;448;10;99;1;4,3185902;2;1294,4300537;0,6571180;239,9129944;40,6958008;28;3,010456422850000;0,2056510;-0,4514670;756984,0000000;1755370,0000000;1
449;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;449;449;10;99;1;5,4903798;2;1277,0200195;-1,5398500;174,4450073;27,5207996;28;13,911183929200000;-1,8871700;-0,3473190;756931,0000000;1755410,0000000;1
450;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;450;450;3;99;2;5,1764102;2;659,8270264;-2,3995800;230,9649963;18,3822994;29;0,111215329310000;-0,5420770;1,8575000;765080,0000000;1755520,0000000;1
451;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;451;451;10;99;1;4,6249399;2;1241,8100586;1,6170400;239,7839966;23,6201992;28;4,413768329600000;1,1217700;-0,4952700;758086,0000000;1755480,0000000;1
452;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;452;452;4;60;5;5,4195800;2;662,6430054;-0,1823730;299,3479919;22,8943996;4130;0,009011528656420;0,7134140;0,8957870;765028,0000000;1755620,0000000;1
453;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;453;453;3;99;5;4,7017202;2;1199,1199951;2,9895999;202,0740051;15,7653999;28;3,568474027550000;1,4909800;-1,4986200;758609,0000000;1755510,0000000;1
454;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;454;454;10;99;1;4,7633400;2;1233,7399902;0,6446130;150,0019989;28,2900009;28;0,786803129782000;0,5989740;-0,0456385;757961,0000000;1755610,0000000;1
455;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;455;455;3;99;2;6,6147299;2;654,6799927;-0,2148780;317,9599915;8,4892397;29;3,454558131810000;0,0324739;0,2473520;765412,0000000;1755880,0000000;1
456;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;456;456;4;99;2;5,8663301;2;658,2600098;-0,5744970;282,0960083;16,5727997;29;1,858463149350000;0,3294330;0,9039300;765430,0000000;1755980,0000000;1
457;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;457;457;3;99;3;5,2267299;2;662,0239868;-1,0224600;117,3209991;17,4962997;29;4,111910940410000;0,1858140;1,2082700;765867,0000000;1756890,0000000;1
458;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;458;458;3;99;3;5,3349400;2;658,0020142;-0,8916830;107,1149979;8,6309099;29;1,686666830190000;-0,0000000;0,8916830;765897,0000000;1756930,0000000;1
459;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;459;459;3;99;2;6,4129801;2;639,0780029;-0,8491620;68,1075974;6,6977501;29;7,793038589800000;-0,2891570;0,5600050;766341,0000000;1757520,0000000;1
460;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;460;460;3;99;6;6,5570598;3;659,3909912;1,0181700;71,5932007;10,5895996;29;11,559169932600000;0,2241480;-0,7940270;766550,0000000;1757880,0000000;1
461;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;461;461;3;99;6;4,7069898;3;650,0999756;-0,1316320;144,0619965;28,9736996;29;16,173601789900001;0,4652360;0,5968680;767075,0000000;1758420,0000000;1
462;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;462;462;3;90;5;5,5922799;3;648,0419922;-0,1299440;217,8849945;18,2448997;29;3,864782329110000;0,3008280;0,4307710;767158,0000000;1758600,0000000;1
463;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;463;463;3;90;3;4,5203900;3;630,6790161;-2,5846200;73,3850021;33,4743996;4131;0,617140462950000;-0,5669960;2,0176301;767299,0000000;1758770,0000000;1
464;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;464;464;3;60;3;5,6316099;3;627,5629883;-0,1321280;38,4089012;17,4041004;4131;5,537236711260000;0,1791030;0,3112300;767259,0000000;1758910,0000000;1
465;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;465;465;3;60;2;5,1999898;3;619,1610107;-1,9071500;79,6911011;16,7583008;4131;2,171792248960000;-0,1542350;1,7529100;767171,0000000;1759020,0000000;1
466;0;0,000000000000000; ;0;0;0;0,000000000000000; ;0;0;0;0; ;0;0;0;0,000000000000000; ;0;0;0,000000000000000;0,000000000000000;466;466;3;60;3;4,5447202;3;631,4050293;-1,5745000;74,9886017;33,4724007;29;1,409538779610000;0,1340330;1,7085299;767167,0000000;1759270,0000000;1
