FID;CID;curvature1;waterriver;VGTB_LandC;fill_dgmq3;litho1;dgm_slope1;aspect;curv_pln;curv_profi;soil1;NEAR_FID;NEAR_DIST;longitude;latitude;is_ls;Topographi
336;0;0,3335940;99;1;412,7810059;2;24,6832008;353,1719971;0,3929960;0,0594017;3;21;277,839609295000002;790075,0000000;1748990,0000000;0;4,6553798
337;0;0,1989540;90;3;214,9170074;4;23,4845009;208,4689941;0,1739830;-0,0249712;3;50;493,976914339000018;835384,0000000;1791460,0000000;0;5,0284700
338;0;-0,6124470;99;3;290,5750122;3;35,9480019;223,3339996;-0,0874694;0,5249780;3;7;28,124614585000000;834020,0000000;1682930,0000000;0;4,8550701
339;0;-0,0737438;99;2;6,9929900;5;1,4091500;357,4169922;-0,0459377;0,0278061;4;12;561,004831613999954;830877,0000000;1780980,0000000;0;8,5477505
340;0;0,2654280;99;1;607,0059814;3;24,4417000;348,8359985;0,5944310;0,3290030;3;4;1233,073080879999907;814252,0000000;1765120,0000000;0;4,8270602
341;0;-0,0000000;99;1;9,3307104;5;0,0000000;-1,0000000;0,0000000;0,0000000;10;51;158,717031346999988;860901,0000000;1741960,0000000;0;12,1978998
342;0;0,4228310;99;1;724,1580200;3;31,8896008;246,1560059;0,3126350;-0,1101960;3;25;1099,799794609999935;794074,0000000;1692200,0000000;0;4,7030702
343;0;0,4795530;99;2;295,2690125;3;14,6327000;201,4689941;0,3835680;-0,0959850;3;8;1032,240994700000101;834338,0000000;1689260,0000000;0;5,2822199
344;0;0,1271510;90;2;163,1660004;3;3,7517400;31,2397003;0,1287740;0,0016225;3;8;719,404721433999953;834241,0000000;1688690,0000000;0;8,3811197
345;0;-0,6141170;99;1;117,9229965;3;18,8082008;218,9909973;-0,1551940;0,4589230;3;44;355,928694926999981;824610,0000000;1758320,0000000;0;5,5474801
346;0;-0,4131670;99;1;1158,2099609;3;41,2322998;76,5866013;-0,2440980;0,1690690;1;25;1332,412830559999975;791677,0000000;1693140,0000000;0;4,8044901
347;0;-0,1292390;99;2;19,9869003;3;0,1600840;262,7890015;-0,0625212;0,0667176;10;10;617,544278054999950;868187,0000000;1719310,0000000;0;9,0290899
348;0;0,0648532;99;1;835,9990234;3;20,8920002;129,0350037;0,1030150;0,0381620;1;26;514,711089954000045;801698,0000000;1680580,0000000;0;5,5465999
349;0;-0,3189290;60;2;254,9600067;3;6,2425699;258,6430054;-0,0290037;0,2899250;3;8;64,392117125100000;838212,0000000;1689480,0000000;0;6,3978400
350;0;0,3608360;99;2;98,3584976;3;22,4508991;178,4309998;0,3522810;-0,0085557;3;22;938,871751274999951;819389,0000000;1716470,0000000;0;5,0646901
351;0;0,6336530;99;2;298,1510010;4;19,8736992;331,7699890;0,2005070;-0,4331470;3;23;852,920340755999973;796533,0000000;1735700,0000000;0;4,7655301
352;0;0,1906640;90;2;162,0780029;4;8,5343304;188,3600006;0,1010510;-0,0896124;3;22;623,109597406000034;840785,0000000;1728720,0000000;0;6,2477002
353;0;0,2821780;90;3;31,4554996;2;20,5361004;250,5950012;0,3719790;0,0898013;3;45;51,355960036699997;809674,0000000;1749410,0000000;0;5,8904300
354;0;0,0070811;99;2;6,5116000;5;0,8702010;295,7980042;0,0265319;0,0194507;4;1;996,549018718999946;846423,0000000;1760110,0000000;0;9,4465103
355;0;-1,1619400;99;3;45,8022003;2;25,7052994;34,7938004;-0,0905242;1,0714099;4;5;210,477365464999991;801175,0000000;1757630,0000000;0;6,0698099
356;0;1,2246900;99;1;739,0239868;3;13,5987997;168,5599976;0,4449820;-0,7797090;3;42;811,398171402999992;785312,0000000;1754700,0000000;0;5,1677098
357;0;0,0249036;99;1;61,1194992;3;3,2512600;225,5549927;-0,0808765;-0,1057800;3;22;662,684071487999972;821351,0000000;1715780,0000000;0;6,8809600
358;0;0,1149500;99;1;1176,3499756;3;34,7657013;50,2826004;0,0812317;-0,0337179;1;25;1076,360912740000003;791801,0000000;1692120,0000000;0;4,5913200
359;0;0,4583530;99;3;95,9262009;3;16,8539009;92,0195007;0,2085070;-0,2498460;4;22;1014,833373449999954;824674,0000000;1721440,0000000;0;5,1940899
360;0;0,0302597;99;6;6,8810802;5;1,6418700;80,4623032;0,0254544;-0,0048053;9;48;49,159337667700001;835773,0000000;1782770,0000000;0;8,7696304
361;0;0,0478172;99;3;42,2074013;3;1,4336100;264,5719910;0,0267721;-0,0210451;3;22;46,388113093199998;820350,0000000;1715820,0000000;0;9,9582005
362;0;0,1824940;99;2;23,2068996;4;1,8384100;170,2779999;0,1978500;0,0153560;10;10;767,827072527000041;867806,0000000;1720730,0000000;0;8,5447102
363;0;-0,2065720;99;2;152,9219971;3;8,0905704;102,8499985;-0,2577710;-0,0511989;3;3;1243,160368000000062;848464,0000000;1707560,0000000;0;5,9634500
364;0;-0,0917969;99;2;715,4270020;3;6,7844100;26,5286007;-0,3087580;-0,2169610;3;7;1267,500988629999938;835993,0000000;1670460,0000000;0;6,7723398
365;0;-0,1608810;99;2;110,1689987;2;9,7395897;323,2879944;0,0001914;0,1610720;3;13;918,492935786999965;823381,0000000;1784590,0000000;0;5,8671999
366;0;0,1263210;99;2;208,8329926;2;25,9571991;123,8659973;0,1698820;0,0435610;3;23;1260,954235919999974;791040,0000000;1735760,0000000;0;4,8784099
367;0;-0,9016350;99;1;261,4679871;3;7,0533099;214,7369995;-0,6463680;0,2552670;3;7;61,817446672800003;833583,0000000;1683210,0000000;0;6,8215899
368;0;-0,9112600;99;3;238,9759979;3;21,0410004;345,8580017;-0,3170600;0,5942000;3;7;13,685918915600000;832646,0000000;1684890,0000000;0;5,6807699
369;0;-0,1739890;99;1;7,2511401;5;1,3183000;295,2839966;-0,0091838;0,1648050;4;13;137,896829607000001;830683,0000000;1779560,0000000;0;8,7657900
370;0;-0,0231866;99;1;162,6219940;3;39,9029007;41,7293015;0,1838350;0,2070210;3;40;62,260150337900001;802959,0000000;1721990,0000000;0;4,6162701
371;0;-0,0000000;0;4;6,9305000;5;0,0000000;-1,0000000;0,0000000;0,0000000;2;1;773,618256679999945;835028,0000000;1759370,0000000;0;12,6035004
372;0;0,0538728;30;2;11,2042999;5;1,0660700;38,8258018;0,0194716;-0,0344012;4;51;182,668356609000000;856417,0000000;1747650,0000000;0;9,8063698
373;0;1,1162100;99;3;1254,5799561;3;38,9135017;205,7220001;0,8653910;-0,2508200;1;26;1468,227133880000110;810791,0000000;1678800,0000000;0;4,4585500
374;0;0,3813440;99;6;25,5839996;3;4,4565201;78,8686981;-0,0931011;-0,4744460;3;14;488,686408212000003;828143,0000000;1774110,0000000;0;7,2757001
375;0;2,7371600;99;1;296,5530090;2;23,0440998;165,9409943;1,4766901;-1,2604700;10;23;1054,782335890000013;796218,0000000;1737740,0000000;0;4,4267201
376;0;0,0020735;60;2;9,5728903;5;0,5048720;168,2810059;-0,0127546;-0,0148281;4;44;1034,667157150000094;836908,0000000;1764470,0000000;0;10,1877003
377;0;-0,5910510;99;5;1342,0600586;2;35,3382988;162,0249939;-0,4770250;0,1140260;10;28;70,386734544099994;757383,0000000;1755450,0000000;0;4,8540201
378;0;-0,1468170;30;5;446,2059937;3;18,8157997;242,0449982;-0,0012203;0,1455960;3;42;64,933584497100000;784344,0000000;1754970,0000000;0;6,2184801
379;0;0,3623510;99;2;30,1285000;5;17,3759995;33,2448997;0,2611170;-0,1012340;3;22;578,115910318000033;829224,0000000;1723300,0000000;0;6,5436802
380;0;1,0852100;99;1;991,8660278;3;21,8918991;289,6499939;0,4070960;-0,6781090;1;26;363,312528342999997;811635,0000000;1676940,0000000;0;5,4287500
381;0;0,0399329;99;2;11,5466003;5;5,4606900;354,9989929;0,0638399;0,0239070;4;46;467,502318645000003;820347,0000000;1755100,0000000;0;8,3159599
382;0;-0,1493400;60;2;10,3508997;5;1,8697799;47,4704018;-0,0105033;0,1388360;10;22;273,234933845999990;856928,0000000;1745670,0000000;0;8,9238396
383;0;-0,0111796;30;3;356,1940002;3;8,3143396;40,0754013;0,0307927;0,0419723;2;40;76,209583469999998;795838,0000000;1708010,0000000;0;7,0618300
384;0;-0,1378990;99;1;796,4099731;1;21,9165001;34,8908005;0,0065952;0,1444940;3;39;1168,454159720000007;800819,0000000;1695210,0000000;0;5,1878400
385;0;-0,2309570;99;2;687,1170044;3;23,9547005;169,3049927;-0,1536360;0,0773215;3;41;178,321304161000000;767213,0000000;1761510,0000000;0;4,8700299
386;0;0,6798640;99;1;330,8789978;3;25,8838997;108,8359985;0,3186660;-0,3611970;3;4;94,726821780300000;816469,0000000;1766330,0000000;0;5,6191301
387;0;-0,6346570;99;3;1000,8599854;3;17,4799004;165,6250000;-0,3010040;0,3336530;1;54;0,992595466527000;794084,0000000;1686170,0000000;0;5,4672399
388;0;1,3733200;99;2;409,1839905;3;22,3808002;108,7880020;0,6232310;-0,7500870;3;4;1230,965607959999943;802008,0000000;1768790,0000000;0;4,5706401
389;0;-0,4860350;99;1;258,3169861;3;24,2919998;187,8789978;-0,2525630;0,2334710;3;44;925,624728391999952;825302,0000000;1759020,0000000;0;5,3144999
390;0;-0,0706969;0;4;39,8661003;4;0,8845450;203,5180054;0,0081380;0,0788349;3;40;118,190030039999996;800222,0000000;1734340,0000000;0;8,5380697
391;0;-1,8530200;0;4;385,5249939;1;28,5860004;154,3079987;-0,4958430;1,3571800;3;25;266,013895086999980;795163,0000000;1699640,0000000;0;5,6182599
392;0;-0,3273990;99;1;268,5299988;3;18,3924999;72,7726974;-0,0316818;0,2957180;3;7;834,676947690000020;831568,0000000;1685890,0000000;0;5,8319998
393;0;0,2173270;99;5;14,3941002;5;3,6790199;218,8739929;0,1422540;-0,0750730;9;52;881,376080011999989;854496,0000000;1759390,0000000;0;7,5962901
394;0;-0,0251161;99;2;6,3170800;5;1,7535599;349,9670105;0,0066725;0,0317886;4;51;1144,131514189999962;870284,0000000;1726250,0000000;0;8,6088104
395;0;0,0001649;99;2;13,9047003;3;0,0458864;45,0000000;0,0000000;0,0000000;4;44;1167,724758900000097;823232,0000000;1756250,0000000;0;13,2699003
396;0;-0,0849375;99;2;7,6486201;5;0,5366120;345,3009949;-0,0000000;0,0849375;10;10;665,090513480000027;871810,0000000;1720130,0000000;0;9,7050800
397;0;0,0586608;99;6;12,1997995;5;1,7890300;159,3009949;0,0168450;-0,0418158;4;51;355,289711988000022;871959,0000000;1724460,0000000;0;9,0537395
398;0;0,0656772;99;2;63,3427010;3;1,6267800;289,2829895;0,0316598;-0,0340174;4;23;318,020510773000012;804234,0000000;1743070,0000000;0;8,3344002
399;0;0,4251740;99;1;177,1759949;3;9,6073303;222,4589996;0,1142150;-0,3109600;3;40;174,330553361000000;803100,0000000;1721620,0000000;0;5,7015600
400;0;0,6988590;99;3;742,1740112;3;11,8810997;338,0459900;-0,1593060;-0,8581650;3;7;910,099626145999991;836740,0000000;1671520,0000000;0;5,3441300
401;0;-0,0915190;60;2;30,6511002;5;1,7960800;122,4489975;-0,0126294;0,0788896;4;22;380,085266864999994;850067,0000000;1739910,0000000;0;9,1351995
402;0;0,5959400;99;3;383,9930115;3;16,1098995;0,2899110;0,5701630;-0,0257775;3;4;183,027057949000010;792292,0000000;1765050,0000000;0;5,8951502
403;0;0,0422224;0;4;7,7640600;5;2,8800700;166,6649933;0,0525853;0,0103628;2;51;820,960024049000026;869716,0000000;1727570,0000000;0;8,4445601
404;0;-0,5060540;99;2;106,1159973;2;16,0286999;155,8500061;-0,2990960;0,2069580;3;21;133,307747196999998;802218,0000000;1745280,0000000;0;6,9547100
405;0;0,0687742;30;1;7,5611501;5;1,1267999;331,1050110;0,0508770;-0,0178972;4;2;246,263626181999996;852337,0000000;1753450,0000000;0;9,3826704
406;0;0,0631095;99;1;91,3296967;5;16,4771004;161,2059937;0,0362654;-0,0268441;3;22;1403,177200379999931;850084,0000000;1742300,0000000;0;5,4618902
407;0;0,0792702;99;6;8,4468403;5;1,8618799;46,9093018;0,0111599;-0,0681102;9;48;206,105397990999990;835896,0000000;1782390,0000000;0;8,6857204
408;0;0,4107190;99;1;348,9169922;3;26,1200008;63,1903000;0,3258990;-0,0848205;3;8;390,121285568000019;836761,0000000;1690370,0000000;0;4,8393002
409;0;0,4090850;99;1;143,3280029;4;6,3725400;253,8899994;0,0390231;-0,3700620;3;0;86,414975244900006;853812,0000000;1783000,0000000;0;6,1918402
410;0;-0,5899120;99;1;515,8259888;3;19,0926991;2,9662099;-0,1536310;0,4362810;3;22;886,496420755000031;808065,0000000;1707780,0000000;0;5,4441099
411;0;0,1212190;99;2;485,0419922;4;9,3792400;33,1133003;0,3815180;0,2602990;3;30;283,280973205999999;766757,0000000;1726660,0000000;0;6,9244499
412;0;0,0076531;99;5;385,4960022;3;4,4468598;235,3500061;0,0267598;0,0191067;3;40;168,214331170000008;799570,0000000;1709360,0000000;0;8,5787201
413;0;-0,2674560;99;3;1186,5000000;3;34,2257004;284,2330017;-0,1901030;0,0773535;1;26;1097,038377179999998;803987,0000000;1679460,0000000;0;4,7513599
414;0;0,1426830;99;3;402,5870056;3;3,4052899;345,5530090;0,1388180;-0,0038649;3;39;384,072882843999992;803477,0000000;1699860,0000000;0;8,5602303
415;0;-0,6288150;99;2;43,7541008;5;28,4790001;151,0130005;-0,0592935;0,5695210;3;13;347,024715255999979;830307,0000000;1782500,0000000;0;4,8142600
416;0;-0,8801520;99;3;229,1660004;3;28,6924000;189,8339996;-0,5703440;0,3098090;3;40;526,078022597999961;805317,0000000;1712140,0000000;0;5,1142902
417;0;0,0673760;99;2;51,0839005;4;0,1424810;12,0693998;0,0223452;-0,0450308;5;3;1038,650356710000096;854316,0000000;1716000,0000000;0;11,7018995
418;0;0,0284799;99;2;12,2946997;5;4,4850101;201,2209930;0,0278824;-0,0005975;3;13;117,871106368000000;830166,0000000;1780450,0000000;0;8,0008001
419;0;-0,3409630;99;3;404,7739868;3;17,7931995;312,5000000;-0,1778670;0,1630960;3;7;325,663584991999983;836218,0000000;1678440,0000000;0;5,2661700
420;0;0,6683590;99;3;269,5769958;4;11,8157997;259,5840149;0,6672730;-0,0010862;3;8;64,514143917699997;836162,0000000;1692960,0000000;0;5,0277100
421;0;0,2430760;99;2;480,6149902;4;1,5428300;312,5419922;0,0662407;-0,1768350;3;30;9,113922740000000;768052,0000000;1727950,0000000;0;8,9930201
422;0;-0,8617050;99;3;462,3200073;4;25,4719009;255,5650024;-0,4317280;0,4299760;3;39;1019,714331570000013;803011,0000000;1693870,0000000;0;5,8875399
423;0;-0,3368790;99;2;70,0100021;4;15,1293001;342,3039856;-0,2030470;0,1338320;3;22;745,227231914999948;842382,0000000;1727650,0000000;0;6,1267099
424;0;0,0074259;99;1;220,5269928;4;24,1079998;222,5090027;0,0640155;0,0565895;3;0;688,908637228999964;848618,0000000;1784980,0000000;0;6,1013198
425;0;-0,0012038;99;2;261,2340088;3;14,3521004;89,7136002;-0,1823080;-0,1811040;3;3;405,497750302999975;847774,0000000;1704610,0000000;0;5,4257002
426;0;1,1605600;99;2;459,1900024;4;12,0471001;10,4844999;0,2817010;-0,8788620;3;23;251,077406876999987;769003,0000000;1728190,0000000;0;6,4349799
427;0;-2,2958300;60;2;652,2109985;3;29,0774002;197,2180023;-0,8785900;1,4172400;3;29;274,454732013000012;764563,0000000;1765300,0000000;0;5,3021998
428;0;-0,1109550;99;3;471,1579895;3;16,2891998;235,3800049;-0,1769910;-0,0660355;3;40;506,966936423999982;798008,0000000;1708600,0000000;0;5,6845999
429;0;-0,5066100;99;1;126,4140015;2;23,8490009;329,8720093;0,0995560;0,6061660;3;13;659,081499205000000;819716,0000000;1783920,0000000;0;4,9133701
430;0;0,0721393;99;2;94,7475967;3;2,6674500;90,6763000;0,0494069;-0,0227324;3;3;268,651278552999997;849878,0000000;1707660,0000000;0;8,1285496
431;0;-0,1328800;30;2;10,0080996;5;1,0716701;221,0000000;-0,0144607;0,1184190;10;10;463,260376408000013;868742,0000000;1720950,0000000;0;8,9128304
432;0;-0,0641367;0;4;11,9364996;5;3,9160600;135,7100067;0,0382506;0,1023870;2;44;398,935844800999973;812701,0000000;1752220,0000000;0;7,1777201
433;0;-0,0762143;99;2;87,1042023;5;23,9370003;26,0993004;0,1752440;0,2514580;3;4;145,968328563999989;825615,0000000;1767470,0000000;0;5,6298499
434;0;1,0725900;99;1;619,0969849;3;26,2376995;340,7640076;0,6926660;-0,3799250;3;4;1199,072230609999906;816850,0000000;1764890,0000000;0;5,6328402
435;0;-0,0055533;99;2;113,0469971;4;3,5202100;301,5769958;0,0345956;0,0401489;5;3;377,495430715999987;846430,0000000;1698990,0000000;0;7,6763301
436;0;0,1540120;99;2;421,8810120;4;3,6733201;84,8275986;0,1645480;0,0105361;3;23;1101,234555029999910;771614,0000000;1729880,0000000;0;6,0476098
437;0;0,0313674;99;2;35,0946007;3;4,9863000;111,1600037;0,0846693;0,0533019;5;23;108,993719675999998;802043,0000000;1741640,0000000;0;8,5225401
438;0;-0,0000000;99;2;9,0547304;5;0,0000000;-1,0000000;0,0000000;0,0000000;4;51;399,637388095999995;865160,0000000;1735710,0000000;0;11,8247004
439;0;0,0339203;99;5;10,7118998;5;1,9028701;6,9055700;0,0468077;0,0128874;4;44;69,880264119700001;842524,0000000;1773140,0000000;0;8,4277296
440;0;-1,1015800;99;3;212,6589966;2;22,0503006;123,3560028;-0,4145560;0,6870230;3;21;18,454972212600001;792900,0000000;1750520,0000000;0;6,7729602
441;0;0,0702684;60;5;180,3379974;3;5,1708899;11,4277000;0,0656569;-0,0046115;3;8;16,726720909499999;833407,0000000;1687930,0000000;0;6,7565198
442;0;0,1284470;99;2;139,8000031;5;2,1900899;5,1991000;-0,0305045;-0,1589510;3;3;777,515695200999971;845560,0000000;1697650,0000000;0;8,6811895
443;0;-0,7091390;90;3;33,5287018;2;4,2496901;40,4944992;-0,2439090;0,4652300;10;6;163,425626023000007;800321,0000000;1757760,0000000;0;7,5483799
444;0;-0,0867687;99;1;37,9357986;2;2,5448000;118,4899979;-0,0308335;0,0559351;4;46;221,369942474999988;813321,0000000;1753780,0000000;0;7,4842501
445;0;0,9611340;99;2;249,9149933;4;24,7373009;349,9559937;0,2160450;-0,7450890;3;8;310,153329887999973;838930,0000000;1697100,0000000;0;4,5638299
446;0;-0,0122630;99;1;161,6390076;3;13,8991003;143,0449982;0,0364908;0,0487538;3;44;1116,600194659999943;832821,0000000;1763330,0000000;0;5,7602401
447;0;-0,0313744;99;5;8,4270496;5;3,7084200;339,8030090;0,0007215;0,0320958;4;2;401,309400831000005;850490,0000000;1755730,0000000;0;8,1525202
448;0;0,5002920;90;2;965,9949951;3;22,3645000;294,6300049;0,1341080;-0,3661830;1;26;256,092759931999979;811447,0000000;1676310,0000000;0;5,0701599
449;0;0,1342430;99;2;290,4289856;3;18,0433006;67,0174026;0,2775970;0,1433540;3;8;288,787754496999980;838566,0000000;1688560,0000000;0;5,6795402
450;0;0,9986030;99;1;280,5599976;2;36,5700989;357,2019958;0,4932610;-0,5053420;3;23;210,771107918000013;780687,0000000;1731850,0000000;0;4,2866001
451;0;-0,6463330;99;1;113,6620026;3;20,9181995;359,4599915;-0,1563300;0,4900030;3;3;427,130543262999993;853218,0000000;1709420,0000000;0;6,2294698
452;0;1,2898300;99;1;564,3779907;2;25,0147991;219,8930054;0,6042340;-0,6855950;3;21;434,195008298999994;789788,0000000;1751730,0000000;0;4,6208601
453;0;-0,3059380;99;2;43,8622017;3;11,3910999;356,0289917;0,0513051;0,3572430;3;4;758,827889152000012;826770,0000000;1767540,0000000;0;6,0402799
454;0;0,8597210;99;1;344,2149963;3;26,8829994;311,4240112;0,4862500;-0,3734710;3;40;583,980598213000007;803199,0000000;1719050,0000000;0;4,7471700
455;0;0,8865220;99;3;138,2220001;2;23,5436001;49,7867012;0,2542880;-0,6322340;3;21;1197,515728399999944;799727,0000000;1744870,0000000;0;5,4205799
456;0;-0,0370755;99;1;370,5390015;4;12,3690996;289,6830139;-0,1101610;-0,0730850;3;0;799,341455361000044;851245,0000000;1785690,0000000;0;6,1517000
457;0;1,2309700;99;1;533,9390259;4;24,8817997;142,1670074;0,5344650;-0,6965050;3;23;1465,041020780000053;781861,0000000;1735360,0000000;0;4,6198902
458;0;0,7458630;99;1;999,8079834;3;27,3530998;323,5740051;0,0883668;-0,6574960;1;26;600,377294261999964;809061,0000000;1677130,0000000;0;5,0430498
459;0;-1,2913400;99;3;671,8530273;3;40,2014999;158,9830017;-0,7214050;0,5699360;3;29;319,989941933000011;766686,0000000;1760420,0000000;0;4,3999600
460;0;0,8296320;90;3;45,8446007;2;15,6962996;296,0029907;0,6110080;-0,2186240;4;23;159,140471461999994;809153,0000000;1749050,0000000;0;4,8219800
461;0;-0,6280720;99;3;577,8540039;3;27,8351994;24,0282001;-0,3765020;0,2515700;3;4;812,631967031000045;811236,0000000;1766030,0000000;0;5,0593600
462;0;-0,2083310;99;5;16,2490005;5;7,9778800;186,8899994;-0,0890909;0,1192400;5;13;492,854576957000006;830072,0000000;1782370,0000000;0;6,2554302
