FID;CID;curvature1;waterriver;VGTB_LandC;fill_dgmq3;litho1;dgm_slope1;aspect;curv_pln;curv_profi;soil1;NEAR_FID;NEAR_DIST;longitude;latitude;is_ls;Topographi
0;0;0,2296990;99;1;338,5130005;2;15,0873003;207,6020050;0,2173630;-0,0123359;10;21;514,366913487000033;800629,0000000;1746440,0000000;0;5,7782602
1;0;0,1070900;99;1;481,6380005;4;28,6564007;49,6240997;0,0259083;-0,0811813;3;0;575,840799223999966;851899,0000000;1785400,0000000;0;5,2727499
2;0;-0,2115580;99;3;296,6029968;4;12,6143999;254,7870026;0,0770890;0,2886470;3;50;479,659695544999977;836038,0000000;1791400,0000000;0;5,5266900
3;0;-0,2352530;99;1;271,6109924;4;20,2812004;146,5119934;-0,2925060;-0,0572524;3;8;110,129333621000001;835819,0000000;1693560,0000000;0;5,0962901
4;0;0,1546360;99;3;371,1149902;3;0,9105560;3,2563701;0,0668486;-0,0877874;3;32;254,197917507999989;800077,0000000;1708430,0000000;0;9,4296904
5;0;-0,0051572;99;6;8,3133097;5;1,7929500;61,9744987;-0,0145899;-0,0094327;4;44;659,097241470999961;835419,0000000;1768750,0000000;0;8,9615097
6;0;0,0197075;99;6;5,9210300;5;0,8014360;36,8776016;-0,0254184;-0,0451258;4;57;772,435738685000047;847395,0000000;1765310,0000000;0;10,0712996
7;0;0,2795000;99;3;1164,5600586;3;42,6777000;51,3404999;0,4036140;0,1241140;10;28;1344,098099219999995;751418,0000000;1749500,0000000;0;4,2129698
8;0;0,0106998;99;1;205,3860016;4;10,9080000;213,2899933;0,1085590;0,0978590;3;22;887,577589186999944;840288,0000000;1728910,0000000;0;5,3902602
9;0;-0,4660340;99;3;138,7109985;3;19,4577999;168,5070038;0,0216925;0,4877260;3;22;604,884742389000053;813343,0000000;1711750,0000000;0;5,2714300
10;0;-0,1065710;30;2;439,9639893;4;6,1120601;305,7609863;0,1474250;0,2539960;3;23;68,121078865300007;769045,0000000;1728390,0000000;0;7,4281802
11;0;-0,0203136;99;5;10,4984999;5;1,0267000;84,5947037;0,0057659;0,0260795;9;60;83,280970968700004;843068,0000000;1773350,0000000;0;9,6121902
12;0;-0,0000000;60;2;7,6486201;5;0,0000000;-1,0000000;0,0000000;0,0000000;4;51;1423,191777159999901;873808,0000000;1719360,0000000;0;12,4496002
13;0;-0,0160671;30;2;10,4994001;5;1,7943200;323,3800049;-0,0193172;-0,0032502;4;2;332,854943234000018;855219,0000000;1748660,0000000;0;9,5883102
14;0;0,0645159;99;1;232,2250061;2;18,6186008;92,3767014;-0,0311935;-0,0957093;3;23;936,117811548999953;806388,0000000;1748380,0000000;0;4,9417701
15;0;-0,1196140;99;2;40,3437004;5;1,1985300;284,7590027;-0,0099553;0,1096580;10;22;170,044737381999994;844576,0000000;1734810,0000000;0;9,2960196
16;0;-0,0000000;30;2;17,0832005;5;0,0000000;-1,0000000;0,0000000;0,0000000;4;46;198,688442253000005;810832,0000000;1755380,0000000;0;13,0607004
17;0;-0,0680062;99;5;10,6408997;5;1,5387400;261,9670105;-0,0662190;0,0017872;9;52;183,675976765999991;856861,0000000;1758280,0000000;0;9,5265703
18;0;0,7976410;99;1;193,5970001;2;33,3498001;27,3458996;0,3708120;-0,4268300;3;13;492,240563676000022;826212,0000000;1785090,0000000;0;4,7057600
19;0;-0,5075940;60;2;194,6799927;3;32,9005013;140,5639954;-0,0061651;0,5014290;3;7;446,754413597999985;832169,0000000;1688070,0000000;0;5,1762300
20;0;0,8204910;99;1;174,1719971;4;24,2863007;277,5000000;0,5993090;-0,2211810;3;0;578,169692613000052;854414,0000000;1785010,0000000;0;5,0059099
21;0;0,2333440;99;1;121,2249985;3;2,9717100;253,2819977;0,0788265;-0,1545180;4;10;1080,922657630000003;863968,0000000;1716590,0000000;0;6,7847199
22;0;0,1951060;90;1;342,9580078;3;28,3990993;177,6959991;-0,1852960;-0,3804020;3;7;1221,138319169999932;831219,0000000;1686220,0000000;0;5,3014002
23;0;-0,1805880;99;1;254,6470032;3;18,9353008;272,6239929;-0,3467180;-0,1661300;3;8;410,642652488000010;837508,0000000;1691310,0000000;0;5,3632398
24;0;-0,0000511;60;2;7,4882498;5;0,0212928;134,5820007;-0,0000000;0,0000511;4;4;614,003955764000011;834561,0000000;1772100,0000000;0;9,8963499
25;0;-0,2437190;99;5;8,5120096;5;2,7339301;189,9440002;-0,0637207;0,1799990;4;51;360,240107464000005;865996,0000000;1735800,0000000;0;8,4394302
26;0;-0,9492910;30;2;20,6303005;3;10,7671003;270,6990051;-0,1885630;0,7607280;4;46;1265,521855839999944;810474,0000000;1757380,0000000;0;6,9905200
27;0;0,5359840;99;1;309,4599915;2;37,6651001;247,0429993;0,4830760;-0,0529071;10;23;1108,464003829999911;794690,0000000;1737180,0000000;0;4,3999701
28;0;-0,2901880;99;3;232,3450012;4;6,5999699;188,0090027;-0,3133490;-0,0231607;3;8;1169,470270929999970;836646,0000000;1697970,0000000;0;6,6228099
29;0;-0,7679910;99;2;37,5175018;2;4,9865298;330,1329956;-0,0631015;0,7048900;3;23;12,170682001399999;799825,0000000;1739560,0000000;0;6,4971199
30;0;-0,0639615;99;1;419,6979980;3;27,8318005;240,2189941;-0,4189620;-0,3550010;3;4;515,008289241000057;793185,0000000;1766000,0000000;0;4,7841301
31;0;-0,0000000;90;2;15,9667997;3;0,0000000;-1,0000000;0,0000000;0,0000000;4;44;372,933392022000021;821770,0000000;1755740,0000000;0;12,7452002
32;0;-0,2481760;99;1;767,1619873;3;13,1569996;123,9229965;-0,4118510;-0,1636750;3;28;1383,695496289999937;753870,0000000;1748300,0000000;0;6,3468099
33;0;-0,7291940;99;2;912,4270020;3;16,6096001;165,8390045;-0,5238340;0,2053600;10;28;290,781695554000009;752171,0000000;1750260,0000000;0;5,6157899
34;0;-0,3862830;99;1;81,3937988;3;16,9615002;194,4160004;-0,1203450;0,2659380;6;44;441,842426155999988;825936,0000000;1758600,0000000;0;5,3859601
35;0;-0,0000000;0;4;99,8184967;4;0,0000000;-1,0000000;0,0000000;0,0000000;2;8;710,558646088000046;834644,0000000;1695810,0000000;0;13,1195002
36;0;3,1319301;99;3;318,2529907;3;13,7927999;232,0659943;1,8825901;-1,2493401;3;4;310,032063843000003;819743,0000000;1766080,0000000;0;4,6969600
37;0;-0,1018980;99;2;5,0626998;5;0,7784290;267,7560120;-0,0000000;0,1018980;4;2;496,499862779000011;847510,0000000;1761460,0000000;0;9,1645203
38;0;0,0242801;99;2;5,5345702;5;1,3094900;37,1058006;-0,0402128;-0,0644929;4;13;466,541221549999989;829703,0000000;1783780,0000000;0;9,9671803
39;0;-1,4019800;0;2;164,4559937;4;23,7535000;261,2669983;-0,3975780;1,0044000;3;8;46,774712297100002;836277,0000000;1692280,0000000;0;5,4227600
40;0;0,5129390;99;1;663,8070068;4;32,1334000;107,4990005;0,4654010;-0,0475385;3;23;1435,164841399999887;786682,0000000;1734450,0000000;0;4,5832500
41;0;0,0910585;99;2;80,4397964;4;1,2980500;180,9400024;0,0534581;-0,0376005;3;22;42,792578426299997;837263,0000000;1726810,0000000;0;8,7493801
42;0;-0,1030400;60;5;30,4309006;3;3,2528901;1,8446400;0,0139434;0,1169830;3;23;57,536424651399997;802173,0000000;1741640,0000000;0;7,5233598
43;0;-0,0952691;99;2;568,8809814;3;6,6537800;253,3000031;-0,1453490;-0,0500795;3;4;216,292314946000005;771480,0000000;1762450,0000000;0;6,1453600
44;0;0,1431920;99;2;367,9620056;3;10,0749998;354,0650024;0,2149910;0,0717995;4;39;410,998844691999977;802283,0000000;1700240,0000000;0;5,6945300
45;0;-0,0575939;99;2;4,8737202;5;0,6437800;8,0098200;0,0026287;0,0602226;4;2;834,618871428000034;844218,0000000;1765060,0000000;0;9,0362196
46;0;-0,0466851;99;2;415,7919922;4;0,9937870;112,3160019;-0,0164134;0,0302717;6;25;376,792732786999977;795114,0000000;1704280,0000000;0;8,4796696
47;0;-0,5894390;99;1;81,7682037;4;17,1418991;323,3399963;-0,2009660;0,3884730;3;0;83,304248115400000;845225,0000000;1786220,0000000;0;5,8710899
48;0;-1,3035200;99;1;356,2479858;4;27,9498997;111,1149979;-1,2118700;0,0916538;3;23;1042,026852579999968;782341,0000000;1735270,0000000;0;5,7594399
49;0;-0,0080515;99;5;10,7209997;5;2,0358300;194,9579926;0,0673096;0,0753611;3;51;285,859242187999996;872924,0000000;1723870,0000000;0;8,5291405
50;0;-0,3186650;99;1;578,5729980;3;39,5353012;23,7728004;-0,1235620;0,1951030;3;40;644,705446115999962;798725,0000000;1710000,0000000;0;4,6589599
51;0;-1,6149700;30;1;608,8150024;2;13,7487001;146,0700073;-1,8944200;-0,2794520;3;30;346,770539744000018;760258,0000000;1724740,0000000;0;6,6091599
52;0;1,4091700;99;1;737,9219971;3;27,2731991;237,1239929;0,1375350;-1,2716300;3;42;1014,657775789999960;784600,0000000;1758010,0000000;0;4,8081002
53;0;-0,0119039;30;5;8,3912096;5;1,5857900;157,8739929;0,0023053;0,0142092;9;0;145,496809420000005;848633,0000000;1783670,0000000;0;8,2402802
54;0;-0,0846784;90;2;10,2495003;5;1,3361900;203,1250000;-0,0456748;0,0390036;4;52;539,048552253000025;854708,0000000;1759090,0000000;0;8,9429903
55;0;0,0868598;99;2;330,6220093;3;12,7328997;210,5970001;0,0504029;-0,0364569;3;40;33,648326595900002;802794,0000000;1710620,0000000;0;5,8661699
56;0;2,0015800;99;1;57,9659004;3;15,9524002;172,0800018;0,8162280;-1,1853499;3;14;87,928088974600001;827797,0000000;1775070,0000000;0;5,2261701
57;0;0,1030130;30;3;33,0903015;3;6,7575898;46,3269005;0,1448800;0,0418671;3;14;463,687531754000020;827271,0000000;1775300,0000000;0;8,1460400
58;0;-0,2707790;99;3;582,3020020;3;26,6359005;329,6820068;-0,2735940;-0,0028153;3;4;877,961460783999996;785616,0000000;1761650,0000000;0;5,1129098
59;0;-0,4533520;99;1;353,9159851;2;2,0974400;38,8532982;-0,2581510;0,1952010;3;23;1297,556867239999974;778143,0000000;1731790,0000000;0;6,5129800
60;0;0,8188900;99;1;195,3009949;4;28,1019993;334,0469971;0,0583849;-0,7605050;3;3;354,439508639999985;847949,0000000;1700440,0000000;0;4,8735399
61;0;1,5769900;99;1;464,1589966;3;15,1271000;130,9530029;0,5710160;-1,0059800;3;25;220,653213869000012;795475,0000000;1699890,0000000;0;4,9359498
62;0;1,0282500;99;1;406,6839905;2;39,4617004;19,6429996;0,2140790;-0,8141740;3;21;139,307606380000010;790647,0000000;1748880,0000000;0;4,3940501
63;0;-0,3536200;99;3;64,8563004;2;31,0590000;237,7279968;0,2219670;0,5755870;3;5;88,303868128299996;805922,0000000;1757270,0000000;0;4,7860999
64;0;-0,0599772;99;1;419,1690063;4;0,2386730;18,8286991;-0,0000000;0,0599772;6;25;92,774445107999995;794958,0000000;1703400,0000000;0;7,6839399
65;0;0,7726100;99;1;748,6079712;3;32,4426003;186,3999939;0,8653250;0,0927147;3;7;621,148448249000012;834591,0000000;1683460,0000000;0;4,4013300
66;0;-0,0000000;99;2;6,0921001;5;0,0000000;-1,0000000;0,0000000;0,0000000;4;1;695,381909626000038;846766,0000000;1759980,0000000;0;11,9701996
67;0;0,1919390;99;1;163,9779968;4;27,4754009;308,4899902;0,3660280;0,1740890;3;3;154,132113387999993;847625,0000000;1700380,0000000;0;4,7110701
68;0;-1,2704099;0;4;509,6029968;3;6,1835799;262,4410095;-0,0000000;1,2704099;3;25;248,476124899000013;793418,0000000;1692870,0000000;0;6,1217899
69;0;-0,4130970;90;2;97,0970001;5;3,1712999;6,1416702;-0,0180329;0,3950640;3;3;651,433440271999984;842821,0000000;1697470,0000000;0;8,3724098
70;0;-0,0158497;99;1;7,1641998;5;1,3840100;9,3290300;0,0069733;0,0228230;4;12;593,280187043999945;830848,0000000;1780960,0000000;0;8,6750603
71;0;1,5451000;99;1;340,0100098;4;10,8470001;350,2090149;0,7626660;-0,7824390;3;8;1153,693251129999908;835033,0000000;1691520,0000000;0;6,3285198
72;0;0,0417532;99;6;9,6196299;5;2,3829000;219,7890015;0,0037249;-0,0380283;9;47;1262,879845019999948;861937,0000000;1759500,0000000;0;8,3847399
73;0;-0,1351050;99;5;5,1419101;5;2,3714099;73,2577972;-0,0222003;0,1129050;11;44;1157,603451489999998;843755,0000000;1775300,0000000;0;8,7690697
74;0;0,1164980;90;2;98,8699036;3;2,7063200;153,2220001;0,0169405;-0,0995578;3;3;452,796887056999992;850380,0000000;1706960,0000000;0;8,7540302
75;0;-0,1159190;99;1;421,1199951;3;15,8504000;229,6080017;-0,1898940;-0,0739747;3;8;411,558430078000015;838926,0000000;1689190,0000000;0;6,7155299
76;0;0,3883280;99;3;234,4579926;3;19,5799999;190,8459930;0,1160170;-0,2723100;3;40;314,185751405000019;803454,0000000;1714810,0000000;0;5,3025699
77;0;0,5371760;99;1;94,4737015;3;12,8806000;168,8619995;0,1623260;-0,3748500;3;22;709,101964099000043;814480,0000000;1712390,0000000;0;5,3393998
78;0;-1,2544301;60;2;80,4705963;4;18,1424007;327,8559875;-0,2062730;1,0481600;3;23;214,433863430999992;798026,0000000;1737410,0000000;0;5,4999299
79;0;-0,3020540;99;3;103,5139999;4;8,8822899;1,0347900;-0,0300805;0,2719730;3;3;748,341115036000019;844755,0000000;1697340,0000000;0;6,9520102
80;0;0,0188776;99;5;9,7976999;5;0,7984540;326,1440125;-0,0348122;-0,0536897;9;47;4,505216669330000;854932,0000000;1763800,0000000;0;10,0523996
81;0;-0,1549690;99;3;105,2819977;3;15,4140997;90,0879974;-0,0083652;0,1466040;3;22;784,138502108000012;813616,0000000;1712110,0000000;0;5,2315602
82;0;2,0030000;60;1;556,3590088;3;19,7943993;200,6239929;0,5004820;-1,5025200;3;4;87,821094282100006;786491,0000000;1762910,0000000;0;5,1035399
83;0;-0,0000000;99;2;7,6486201;5;0,0000000;-1,0000000;0,0000000;0,0000000;3;10;169,748958574000000;872347,0000000;1720380,0000000;0;12,4496002
84;0;0,0047251;90;2;14,8247995;5;2,2223699;137,3209991;0,0451689;0,0404438;3;44;3,677386303410000;833484,0000000;1762420,0000000;0;9,6075697
85;0;0,4364490;99;1;568,8629761;3;29,3703995;315,8150024;0,3136380;-0,1228110;3;4;1248,305674149999959;821838,0000000;1765700,0000000;0;5,3867002
86;0;-0,0575696;99;2;6,9205098;5;0,3956070;104,1050034;-0,0201007;0,0374688;9;47;146,845415550000013;856930,0000000;1762180,0000000;0;9,6923704
87;0;0,9915750;99;1;74,8789978;4;16,4988995;324,7690125;0,3886940;-0,6028800;3;0;89,062961947100007;844843,0000000;1786060,0000000;0;5,3813500
88;0;-0,0671251;99;3;680,0889893;3;22,1835995;232,3880005;0,0588579;0,1259830;3;4;727,578089351000017;778246,0000000;1765670,0000000;0;4,9170699
89;0;-0,2443190;99;2;97,0970001;4;2,0882001;143,1640015;-0,0215616;0,2227580;3;3;100,662013396999996;841404,0000000;1697360,0000000;0;8,6419401
90;0;-0,4296330;30;4;916,6630249;3;6,7670298;83,8851013;0,0410965;0,4707300;2;26;59,707959672800001;815328,0000000;1675310,0000000;0;7,5681100
91;0;0,1647510;60;2;94,7872009;4;7,4790301;113,8130035;0,1384720;-0,0262787;3;3;288,533247492999976;853276,0000000;1712280,0000000;0;6,9960799
92;0;0,0001116;99;2;2,5501399;5;0,3658570;84,4630966;-0,0046301;-0,0047417;4;19;522,899888219999980;834554,0000000;1783070,0000000;0;10,4196997
93;0;2,0806601;99;2;480,7369995;4;14,6206999;245,2429962;0,4580050;-1,6226500;10;30;886,997151910999946;768055,0000000;1729250,0000000;0;5,9327502
94;0;1,0171400;99;1;941,5390015;2;7,2018399;72,5550003;0,1415690;-0,8755750;3;28;696,569686843999989;761667,0000000;1753970,0000000;0;5,6441798
95;0;0,0306634;99;2;369,9339905;3;3,0476201;222,4579926;0,0276917;-0,0029717;3;32;100,748248489999995;799940,0000000;1708500,0000000;0;9,0314598
96;0;-0,3021220;60;2;50,9374008;4;17,3218002;153,5010071;-0,0084325;0,2936900;3;22;21,944196067200000;819180,0000000;1714730,0000000;0;6,2241402
97;0;-0,7515190;99;1;986,4329834;3;30,8703995;67,5236969;-0,7838430;-0,0323239;1;25;497,893783256000006;793074,0000000;1687930,0000000;0;5,3278198
98;0;1,9685100;99;3;533,0869751;3;25,3691006;126,9929962;1,0485500;-0,9199630;3;42;645,685818130000030;783805,0000000;1753670,0000000;0;4,4958901
99;0;-0,0000000;99;5;600,0490112;3;0,0000000;-1,0000000;0,0000000;0,0000000;3;41;100,343310021999997;769550,0000000;1760970,0000000;0;11,4570999
100;0;0,3040090;99;1;93,3934021;2;19,4552994;307,1099854;0,1652090;-0,1388010;3;21;318,661715854000022;794693,0000000;1748440,0000000;0;5,3295202
101;0;0,0927671;99;2;64,1784973;3;3,1502700;335,5929871;0,1616500;0,0688828;3;10;140,704141934000006;860562,0000000;1714950,0000000;0;8,6239204
102;0;1,0421799;99;1;621,8430176;3;24,3666992;284,8049927;0,6473850;-0,3947900;3;42;947,158303625000030;786711,0000000;1753970,0000000;0;4,6829200
103;0;0,6143290;0;4;361,8179932;3;34,2579002;182,4759979;0,5067940;-0,1075350;3;42;551,430693549000011;784591,0000000;1752580,0000000;0;4,5501499
104;0;0,4780480;99;2;33,4165001;5;13,3788996;209,8800049;0,2852160;-0,1928320;6;44;340,539635960999988;832290,0000000;1760880,0000000;0;5,6986399
105;0;0,6576670;99;1;605,9760132;3;29,5310993;262,1839905;-0,2483790;-0,9060470;3;42;422,870663169000011;785801,0000000;1753170,0000000;0;5,0766401
106;0;0,0277786;99;3;51,5269012;4;17,7078991;358,3489990;-0,0050609;-0,0328396;3;22;1399,507306749999998;830580,0000000;1721140,0000000;0;5,7478800
107;0;-1,0153900;99;2;282,1369934;4;25,7024002;99,7919998;-0,8122550;0,2031390;3;23;62,361075221500002;786394,0000000;1732380,0000000;0;6,2891102
108;0;0,0565660;60;4;620,3369751;3;0,7998700;193,8619995;0,0167992;-0,0397668;4;29;245,600554818999996;765704,0000000;1764280,0000000;0;10,0176001
109;0;-0,2248600;99;2;28,5806007;3;12,2379999;151,5520020;0,0915851;0,3164450;3;46;299,944373153000015;819686,0000000;1756280,0000000;0;5,7780900
110;0;1,7040200;99;1;594,5900269;3;24,1035004;23,2404995;0,9268750;-0,7771450;3;4;246,268856075000002;788104,0000000;1762670,0000000;0;4,3569102
111;0;0,9976200;99;3;344,1910095;2;27,1329994;286,6090088;0,4439430;-0,5536770;3;23;811,323154356000032;779079,0000000;1732080,0000000;0;4,6042600
112;0;0,5317380;99;1;455,4930115;3;27,6096992;346,0339966;0,6911040;0,1593650;3;22;841,696483357000034;806767,0000000;1708080,0000000;0;4,7512298
113;0;0,2238430;99;1;380,6629944;3;35,0237007;333,8380127;0,2042560;-0,0195872;3;40;522,782575507000047;803790,0000000;1713610,0000000;0;4,5994902
114;0;-0,0271047;99;5;242,5090027;4;12,4258003;82,0152969;0,0962582;0,1233630;3;50;45,513231663299997;834405,0000000;1790120,0000000;0;6,3662100
115;0;0,0391670;99;5;8,7154598;5;2,5227201;193,3970032;0,0152958;-0,0238712;9;47;17,851985561999999;848858,0000000;1773690,0000000;0;8,4511700
116;0;-0,0511488;99;2;14,9644003;5;0,5120240;112,8529968;-0,0000000;0,0511488;4;46;617,489607923999984;815808,0000000;1755470,0000000;0;10,4951000
117;0;-0,0148917;99;2;73,2456970;4;7,0034299;110,5240021;-0,0585946;-0,0437029;3;50;725,115365677999989;835453,0000000;1790570,0000000;0;6,6952200
118;0;-0,1728340;99;2;14,1015997;5;1,4626499;7,2855301;-0,0709430;0,1018910;4;44;724,819413811000004;815837,0000000;1753760,0000000;0;9,8623199
119;0;-0,0000766;99;2;11,7908001;5;0,0003292;90,0000000;-0,0000000;0,0000766;4;51;705,181706989999952;858929,0000000;1743580,0000000;0;10,7690001
120;0;-0,2589520;99;2;402,8160095;3;20,3574009;48,1953011;-0,0502844;0,2086670;3;40;744,884199276000004;793091,0000000;1708150,0000000;0;5,5598602
121;0;-0,0276381;99;5;19,1888008;5;0,6046820;220,1730042;-0,0327947;-0,0051566;3;44;198,389767776000014;833728,0000000;1762930,0000000;0;8,2940998
122;0;0,0520808;30;4;23,1387997;2;3,7305300;84,2204971;0,0430392;-0,0090416;4;13;138,476174508000014;819224,0000000;1784330,0000000;0;8,7026300
123;0;-0,0139082;90;6;13,1865997;3;0,3136040;322,7449951;-0,0000000;0,0139082;5;44;635,493605658999968;825870,0000000;1757510,0000000;0;12,7131004
124;0;-0,3787470;30;2;79,6822968;4;3,4026899;88,5914993;-0,1138840;0,2648630;3;23;231,621746365000007;789451,0000000;1733380,0000000;0;7,8678999
125;0;0,7848710;99;1;584,2100220;3;36,1456985;258,3829956;0,6179640;-0,1669080;3;4;430,977394375000017;779572,0000000;1764310,0000000;0;4,4267902
126;0;0,0023919;99;5;7,8732700;5;2,2830999;321,0599976;-0,0068232;-0,0092152;9;48;194,780624286000005;836782,0000000;1781580,0000000;0;8,6717596
127;0;-0,0251273;99;2;5,1083698;5;0,2652940;128,9600067;0,0021862;0,0273134;4;52;127,868260028999998;851221,0000000;1759390,0000000;0;10,5019999
128;0;-0,0377577;99;2;25,0508995;5;9,7859697;249,9900055;0,2478520;0,2856100;10;22;234,151420725999998;854574,0000000;1744910,0000000;0;7,1537399
129;0;1,1967800;99;1;491,2139893;3;24,9218006;312,0480042;0,9663990;-0,2303820;3;22;470,053707766000002;804728,0000000;1710710,0000000;0;4,6695399
130;0;0,1337310;99;2;39,5350990;3;2,3490400;307,4989929;0,0607403;-0,0729902;10;10;760,469812735000005;867286,0000000;1718440,0000000;0;8,1156397
131;0;-0,1466260;99;2;11,7908001;5;1,1737500;7,0874500;-0,0000000;0,1466260;4;51;475,832994502000020;858411,0000000;1744610,0000000;0;8,9182396
132;0;-0,0000000;30;2;9,3307104;5;0,0000000;-1,0000000;0,0000000;0,0000000;10;51;1244,269950639999934;861863,0000000;1743000,0000000;0;12,2016001
133;0;0,7728910;99;3;110,6549988;3;17,6441002;210,3289948;0,6245790;-0,1483110;3;22;917,338433459000044;821154,0000000;1718100,0000000;0;4,8678699
134;0;0,1279570;99;1;200,2109985;4;22,8948994;269,1470032;0,3569610;0,2290040;3;23;177,461485578999998;783309,0000000;1734770,0000000;0;5,1271300
135;0;0,0622152;60;3;861,5120239;3;3,4098599;18,6847000;0,0919707;0,0297555;1;26;98,638364226500002;807938,0000000;1678000,0000000;0;7,8558798
136;0;2,8572500;90;5;439,2479858;3;24,9083996;151,7720032;0,9858880;-1,8713599;3;42;37,437038849799997;784557,0000000;1753530,0000000;0;4,3816299
137;0;-0,3908490;90;5;939,9010010;1;7,2073498;37,7568016;-0,1157700;0,2750780;1;26;48,507729537099998;799202,0000000;1679170,0000000;0;6,0588298
138;0;-0,0000000;0;4;9,9026604;5;0,0000000;-1,0000000;0,0000000;0,0000000;2;51;1228,721642660000043;857915,0000000;1748010,0000000;0;12,3519001
139;0;-0,8697100;99;1;574,0809937;3;20,9902000;65,9667969;-0,4161800;0,4535310;10;25;5,661520509690000;793151,0000000;1692990,0000000;0;5,9104500
140;0;2,1691201;99;1;1321,7800293;3;14,5005999;13,3519001;0,5481850;-1,6209400;10;28;1078,820753929999910;750490,0000000;1750670,0000000;0;4,6450000
141;0;0,0146796;99;2;9,2966900;5;0,7164940;116,3659973;0,0173483;0,0026688;4;1;51,941604761800001;843715,0000000;1757900,0000000;0;9,4730701
142;0;-0,4041710;99;3;425,5920105;4;25,1886997;344,6759949;0,2464420;0,6506130;3;23;555,132756284000038;782407,0000000;1732780,0000000;0;4,8532000
143;0;-0,1476860;99;2;10,1163998;5;0,7360600;190,4499969;-0,0000000;0,1476860;8;1;49,317316457099999;835312,0000000;1763530,0000000;0;8,1910000
144;0;0,1890410;99;2;20,2024994;5;1,7673301;279,8259888;-0,0377113;-0,2267520;3;4;940,262271017999979;831588,0000000;1771970,0000000;0;8,4584599
145;0;-0,0971985;99;1;305,2239990;2;16,5573997;183,9089966;0,1458140;0,2430120;3;21;719,206348835999961;802533,0000000;1745930,0000000;0;5,0110002
146;0;-0,1831090;0;4;10,1611004;5;1,4173400;147,9199982;-0,0214358;0,1616730;2;44;365,271775075999983;812201,0000000;1751920,0000000;0;7,4411001
147;0;0,5006310;99;1;909,9089966;3;25,6096992;173,7810059;0,1017590;-0,3988720;1;26;559,525517358000002;808345,0000000;1678470,0000000;0;5,0434699
148;0;-0,7803340;30;1;692,4959717;3;22,8470993;23,6040001;-0,3361760;0,4441580;3;40;1362,760273580000103;792015,0000000;1707720,0000000;0;6,0235600
149;0;-0,0952555;99;2;173,0039978;3;16,7754993;112,6849976;-0,1506580;-0,0554023;3;3;618,527999579000038;847852,0000000;1703120,0000000;0;5,5355000
150;0;0,2403800;99;1;503,8609924;3;21,6900997;67,0207977;-0,2377270;-0,4781070;3;38;898,694159289000027;799794,0000000;1703180,0000000;0;5,3205400
151;0;-0,0005541;0;2;1,9955900;5;0,0068063;30,6781006;-0,0000000;0,0005541;2;2;1150,493610770000032;849672,0000000;1755700,0000000;0;12,2432003
152;0;-0,3552970;99;2;61,2270012;4;5,7557101;349,7680054;-0,0311039;0,3241930;3;23;349,947166851000020;794192,0000000;1735270,0000000;0;6,3574300
153;0;0,1049400;99;3;14,9251003;5;1,7398800;150,7209930;0,1052670;0,0003264;3;16;336,243579440000019;828202,0000000;1771240,0000000;0;9,0563602
154;0;0,3398290;90;6;9,8964500;5;0,6745530;201,6580048;0,1630370;-0,1767930;4;52;158,330184193999997;848342,0000000;1759010,0000000;0;9,5205898
155;0;-0,5787070;99;2;80,9069977;4;5,7650099;98,6807022;-0,2106080;0,3680990;3;3;96,887563985100002;853815,0000000;1713850,0000000;0;8,3580503
156;0;0,7309540;99;1;314,7950134;4;15,4879999;155,9900055;0,5260790;-0,2048750;3;22;1097,607822369999894;840753,0000000;1729190,0000000;0;5,2734199
157;0;-0,0467921;99;2;27,1599007;3;17,4507999;176,7120056;0,2904200;0,3372130;4;46;1107,963987379999935;810252,0000000;1757470,0000000;0;6,6186800
158;0;-0,0171776;99;2;6,9738898;5;0,1113140;73,1744995;-0,0000000;0,0171776;4;1;605,006247214000041;844253,0000000;1758920,0000000;0;10,3521996
159;0;-1,1500200;99;3;607,3170166;3;31,4318008;213,0149994;0,0237988;1,1738200;3;4;782,780499600999974;777799,0000000;1765750,0000000;0;5,0607800
160;0;1,1520700;90;1;852,6389771;3;33,5987015;80,2294998;0,4828090;-0,6692630;1;26;109,386526317000005;800340,0000000;1679750,0000000;0;4,4457002
161;0;-0,0000000;99;5;16,1979008;5;0,0283875;239,3890076;0,0000000;0,0000000;4;46;86,956763283499996;814296,0000000;1753680,0000000;0;10,2356005
162;0;0,1470750;99;2;44,8592987;4;0,6008740;314,8460083;0,0654029;-0,0816719;3;22;203,316732585000011;851999,0000000;1742400,0000000;0;9,3781996
163;0;-0,3480640;99;2;126,1660004;4;29,3887997;188,1260071;-0,1714710;0,1765930;3;50;941,912738458000035;833397,0000000;1788810,0000000;0;5,1346202
164;0;-0,8335230;0;2;220,2510071;3;16,6581993;211,9900055;-0,2030200;0,6305030;4;22;133,658982014000003;805736,0000000;1709010,0000000;0;7,0920200
165;0;-0,4981350;99;2;416,5599976;3;22,6651001;237,3260040;0,0541383;0,5522730;3;7;306,003273440999976;835673,0000000;1679250,0000000;0;4,8569298
166;0;0,0065160;99;2;15,1933002;3;0,9801980;199,1840057;0,0063296;-0,0001864;5;44;343,164657954000006;822823,0000000;1756970,0000000;0;10,6753998
167;0;0,0108109;99;5;57,0794983;4;3,8917301;203,0249939;0,0545268;0,0437160;3;3;37,388339365900002;855967,0000000;1714320,0000000;0;8,7828197
